PassengerId,Survived,Pclass,Sex,SibSp,Parch,Embarked,Title,GrpSize,FareCat,AgeCat
315,0,2,male,1,1,S,Mr,group,25-40,32-48
441,1,2,female,1,1,S,Mrs,group,25-40,32-48
536,1,2,female,0,2,S,Miss,group,25-40,0-16
316,1,3,female,0,0,S,Miss,solo,0-10,16-32
318,0,2,male,0,0,S,Rare Title,solo,Oct-25,48-64
319,1,1,female,0,2,S,Miss,group,100+,16-32
857,1,1,female,1,1,S,Mrs,group,100+,32-48
320,1,1,female,1,1,C,Mrs,group,100+,32-48
338,1,1,female,0,0,C,Miss,couple,100+,32-48
321,0,3,male,0,0,S,Mr,solo,0-10,16-32
322,0,3,male,0,0,S,Mr,solo,0-10,16-32
323,1,2,female,0,0,Q,Miss,solo,Oct-25,16-32
327,0,3,male,0,0,S,Mr,solo,0-10,48-64
328,1,2,female,0,0,S,Mrs,solo,Oct-25,32-48
330,1,1,female,0,1,C,Miss,couple,40-70,0-16
524,1,1,female,0,1,C,Mrs,couple,40-70,32-48
332,0,1,male,0,0,S,Mr,solo,25-40,32-48
335,1,1,female,1,0,S,Mrs,couple,100+,32-48
661,1,1,male,2,0,S,Rare Title,group,100+,48-64
336,0,3,male,0,0,S,Mr,solo,0-10,16-32
339,1,3,male,0,0,S,Mr,solo,0-10,32-48
340,0,1,male,0,0,S,Mr,solo,25-40,32-48
343,0,2,male,0,0,S,Mr,solo,Oct-25,16-32
344,0,2,male,0,0,S,Mr,solo,Oct-25,16-32
345,0,2,male,0,0,S,Mr,solo,Oct-25,32-48
346,1,2,female,0,0,S,Miss,solo,Oct-25,16-32
347,1,2,female,0,0,S,Miss,solo,Oct-25,32-48
348,1,3,female,1,0,S,Mrs,couple,Oct-25,16-32
349,1,3,male,1,1,S,Master,group,Oct-25,0-16
490,1,3,male,1,1,S,Master,group,Oct-25,0-16
350,0,3,male,0,0,S,Mr,solo,0-10,32-48
351,0,3,male,0,0,S,Mr,solo,0-10,16-32
352,0,1,male,0,0,S,Mr,solo,25-40,32-48
353,0,3,male,1,1,C,Mr,group,0-10,0-16
355,0,3,male,0,0,C,Mr,solo,0-10,16-32
356,0,3,male,0,0,S,Mr,solo,0-10,16-32
358,0,2,female,0,0,S,Miss,solo,Oct-25,32-48
359,1,3,female,0,0,Q,Miss,solo,0-10,16-32
360,1,3,female,0,0,Q,Miss,solo,0-10,16-32
362,0,2,male,1,0,C,Mr,couple,25-40,16-32
363,0,3,female,0,1,C,Mrs,couple,Oct-25,32-48
703,0,3,female,0,1,C,Miss,couple,Oct-25,16-32
364,0,3,male,0,0,S,Mr,solo,0-10,32-48
366,0,3,male,0,0,S,Mr,solo,0-10,16-32
367,1,1,female,1,0,C,Mrs,couple,70-100,48-64
368,1,3,female,0,0,C,Mrs,solo,0-10,16-32
369,1,3,female,0,0,Q,Miss,solo,0-10,16-32
370,1,1,female,0,0,C,Mrs,couple,40-70,16-32
642,1,1,female,0,0,C,Miss,couple,40-70,16-32
371,1,1,male,1,0,C,Mr,couple,40-70,16-32
372,0,3,male,1,0,S,Mr,couple,0-10,16-32
373,0,3,male,0,0,S,Mr,solo,0-10,16-32
377,1,3,female,0,0,S,Miss,solo,0-10,16-32
378,0,1,male,0,2,C,Mr,group,100+,16-32
379,0,3,male,0,0,C,Mr,solo,0-10,16-32
380,0,3,male,0,0,S,Mr,solo,0-10,16-32
381,1,1,female,0,0,C,Miss,group,100+,32-48
558,0,1,male,0,0,C,Mr,group,100+,32-48
701,1,1,female,1,0,C,Mrs,group,100+,16-32
717,1,1,female,0,0,C,Miss,group,100+,32-48
382,1,3,female,0,2,C,Miss,group,Oct-25,0-16
623,1,3,male,1,1,C,Mr,group,Oct-25,16-32
383,0,3,male,0,0,S,Mr,solo,0-10,16-32
385,0,3,male,0,0,S,Mr,solo,0-10,16-32
388,1,2,female,0,0,S,Miss,solo,Oct-25,32-48
389,0,3,male,0,0,Q,Mr,solo,0-10,16-32
390,1,2,female,0,0,C,Miss,solo,Oct-25,16-32
391,1,1,male,1,2,S,Mr,group,100+,32-48
436,1,1,female,1,2,S,Miss,group,100+,0-16
764,1,1,female,1,2,S,Mrs,group,100+,32-48
803,1,1,male,1,2,S,Master,group,100+,0-16
392,1,3,male,0,0,S,Mr,solo,0-10,16-32
393,0,3,male,2,0,S,Mr,group,0-10,16-32
396,0,3,male,0,0,S,Mr,solo,0-10,16-32
397,0,3,female,0,0,S,Miss,solo,0-10,16-32
398,0,2,male,0,0,S,Mr,couple,25-40,32-48
583,0,2,male,0,0,S,Mr,couple,25-40,48-64
399,0,2,male,0,0,S,Rare Title,solo,Oct-25,16-32
400,1,2,female,0,0,S,Mrs,solo,Oct-25,16-32
401,1,3,male,0,0,S,Mr,solo,0-10,32-48
402,0,3,male,0,0,S,Mr,solo,0-10,16-32
403,0,3,female,1,0,S,Miss,couple,0-10,16-32
405,0,3,female,0,0,S,Miss,solo,0-10,16-32
406,0,2,male,1,0,S,Mr,couple,Oct-25,32-48
407,0,3,male,0,0,S,Mr,solo,0-10,48-64
408,1,2,male,1,1,S,Master,group,Oct-25,0-16
438,1,2,female,2,3,S,Mrs,large group,Oct-25,16-32
832,1,2,male,1,1,S,Master,group,Oct-25,0-16
409,0,3,male,0,0,S,Mr,solo,0-10,16-32
411,0,3,male,0,0,S,Mr,solo,0-10,16-32
412,0,3,male,0,0,Q,Mr,solo,0-10,16-32
415,1,3,male,0,0,S,Mr,solo,0-10,32-48
416,0,3,female,0,0,S,Mrs,solo,0-10,16-32
417,1,2,female,1,1,S,Mrs,group,25-40,32-48
418,1,2,female,0,2,S,Miss,group,Oct-25,16-32
419,0,2,male,0,0,S,Mr,solo,Oct-25,16-32
420,0,3,female,0,2,S,Miss,group,Oct-25,0-16
596,0,3,male,1,1,S,Mr,group,Oct-25,32-48
800,0,3,female,1,1,S,Mrs,group,Oct-25,16-32
421,0,3,male,0,0,C,Mr,solo,0-10,16-32
422,0,3,male,0,0,Q,Mr,solo,0-10,16-32
423,0,3,male,0,0,S,Mr,solo,0-10,16-32
424,0,3,female,1,1,S,Mrs,group,Oct-25,16-32
617,0,3,male,1,1,S,Mr,group,Oct-25,32-48
426,0,3,male,0,0,S,Mr,solo,0-10,16-32
427,1,2,female,1,0,S,Mrs,couple,25-40,16-32
428,1,2,female,0,0,S,Miss,couple,25-40,16-32
706,0,2,male,0,0,S,Mr,couple,25-40,32-48
429,0,3,male,0,0,Q,Mr,solo,0-10,16-32
430,1,3,male,0,0,S,Mr,solo,0-10,16-32
431,1,1,male,0,0,S,Mr,solo,25-40,16-32
432,1,3,female,1,0,S,Mrs,couple,Oct-25,16-32
640,0,3,male,1,0,S,Mr,couple,Oct-25,16-32
433,1,2,female,1,0,S,Mrs,couple,25-40,32-48
434,0,3,male,0,0,S,Mr,solo,0-10,16-32
435,0,1,male,1,0,S,Mr,couple,40-70,48-64
578,1,1,female,1,0,S,Mrs,couple,40-70,32-48
440,0,2,male,0,0,S,Mr,solo,Oct-25,16-32
442,0,3,male,0,0,S,Mr,solo,0-10,16-32
443,0,3,male,1,0,S,Mr,couple,0-10,16-32
444,1,2,female,0,0,S,Rare Title,solo,Oct-25,16-32
445,1,3,male,0,0,S,Mr,solo,0-10,16-32
446,1,1,male,0,2,S,Master,group,70-100,0-16
448,1,1,male,0,0,S,Mr,solo,25-40,32-48
449,1,3,female,2,1,C,Miss,group,Oct-25,0-16
470,1,3,female,2,1,C,Miss,group,Oct-25,0-16
645,1,3,female,2,1,C,Miss,group,Oct-25,0-16
859,1,3,female,0,3,C,Mrs,group,Oct-25,16-32
450,1,1,male,0,0,S,Rare Title,solo,25-40,48-64
452,0,3,male,1,0,S,Mr,couple,Oct-25,16-32
453,0,1,male,0,0,C,Mr,solo,25-40,16-32
454,1,1,male,1,0,C,Mr,couple,70-100,48-64
850,1,1,female,1,0,C,Mrs,couple,70-100,32-48
455,0,3,male,0,0,S,Mr,solo,0-10,16-32
456,1,3,male,0,0,C,Mr,solo,0-10,16-32
457,0,1,male,0,0,S,Mr,solo,25-40,64+
458,1,1,female,1,0,S,Mrs,couple,40-70,32-48
459,1,2,female,0,0,S,Miss,solo,Oct-25,48-64
460,0,3,male,0,0,Q,Mr,solo,0-10,16-32
461,1,1,male,0,0,S,Mr,solo,25-40,32-48
462,0,3,male,0,0,S,Mr,solo,0-10,32-48
463,0,1,male,0,0,S,Mr,solo,25-40,32-48
464,0,2,male,0,0,S,Mr,solo,Oct-25,32-48
465,0,3,male,0,0,S,Mr,solo,0-10,16-32
466,0,3,male,0,0,S,Mr,solo,0-10,32-48
468,0,1,male,0,0,S,Mr,solo,25-40,48-64
469,0,3,male,0,0,Q,Mr,solo,0-10,16-32
471,0,3,male,0,0,S,Mr,solo,0-10,16-32
472,0,3,male,0,0,S,Mr,solo,0-10,32-48
474,1,2,female,0,0,C,Mrs,solo,Oct-25,16-32
475,0,3,female,0,0,S,Miss,solo,0-10,16-32
477,0,2,male,1,0,S,Mr,couple,Oct-25,32-48
727,1,2,female,3,0,S,Mrs,group,Oct-25,16-32
478,0,3,male,1,0,S,Mr,couple,0-10,16-32
479,0,3,male,0,0,S,Mr,solo,0-10,16-32
480,1,3,female,0,1,S,Miss,couple,Oct-25,0-16
482,0,2,male,0,0,S,Mr,solo,Oct-25,16-32
483,0,3,male,0,0,S,Mr,solo,0-10,48-64
484,1,3,female,0,0,S,Mrs,solo,0-10,48-64
488,0,1,male,0,0,C,Mr,solo,25-40,48-64
489,0,3,male,0,0,S,Mr,solo,0-10,16-32
491,0,3,male,1,0,S,Mr,couple,Oct-25,16-32
492,0,3,male,0,0,S,Mr,solo,0-10,16-32
493,0,1,male,0,0,S,Mr,solo,25-40,48-64
494,0,1,male,0,0,C,Mr,solo,40-70,64+
495,0,3,male,0,0,S,Mr,solo,0-10,16-32
497,1,1,female,1,0,C,Miss,couple,70-100,48-64
592,1,1,female,1,0,C,Mrs,couple,70-100,48-64
498,0,3,male,0,0,S,Mr,solo,Oct-25,16-32
500,0,3,male,0,0,S,Mr,solo,0-10,16-32
501,0,3,male,0,0,S,Mr,solo,0-10,16-32
502,0,3,female,0,0,Q,Miss,solo,0-10,16-32
503,0,3,female,0,0,Q,Miss,solo,0-10,16-32
504,0,3,female,0,0,S,Miss,solo,0-10,32-48
507,1,2,female,0,2,S,Mrs,group,25-40,32-48
531,1,2,female,1,1,S,Miss,group,25-40,0-16
508,1,1,male,0,0,S,Mr,solo,25-40,32-48
509,0,3,male,0,0,S,Mr,solo,Oct-25,16-32
511,1,3,male,0,0,Q,Mr,solo,0-10,16-32
512,0,3,male,0,0,S,Mr,solo,0-10,16-32
513,1,1,male,0,0,S,Mr,solo,25-40,32-48
514,1,1,female,1,0,C,Mrs,couple,40-70,48-64
515,0,3,male,0,0,S,Mr,solo,0-10,16-32
516,0,1,male,0,0,S,Mr,solo,25-40,32-48
517,1,2,female,0,0,S,Mrs,solo,Oct-25,32-48
519,1,2,female,1,0,S,Mrs,couple,25-40,32-48
520,0,3,male,0,0,S,Mr,solo,0-10,16-32
521,1,1,female,0,0,S,Miss,couple,70-100,16-32
821,1,1,female,1,1,S,Mrs,group,70-100,48-64
522,0,3,male,0,0,S,Mr,solo,0-10,16-32
523,0,3,male,0,0,C,Mr,solo,0-10,16-32
525,0,3,male,0,0,C,Mr,solo,0-10,16-32
526,0,3,male,0,0,Q,Mr,solo,0-10,32-48
527,1,2,female,0,0,S,Miss,solo,Oct-25,48-64
528,0,1,male,0,0,S,Mr,solo,100+,32-48
529,0,3,male,0,0,S,Mr,solo,0-10,32-48
530,0,2,male,2,1,S,Mr,group,Oct-25,16-32
532,0,3,male,0,0,C,Mr,solo,0-10,16-32
533,0,3,male,1,1,C,Mr,group,0-10,16-32
535,0,3,female,0,0,S,Miss,solo,0-10,16-32
537,0,1,male,0,0,S,Rare Title,solo,25-40,32-48
538,1,1,female,0,0,C,Miss,couple,100+,16-32
545,0,1,male,1,0,C,Mr,couple,100+,48-64
539,0,3,male,0,0,S,Mr,solo,Oct-25,16-32
540,1,1,female,0,2,C,Miss,group,40-70,16-32
541,1,1,female,0,2,S,Miss,group,70-100,32-48
746,0,1,male,1,1,S,Rare Title,group,70-100,64+
544,1,2,male,1,0,S,Mr,couple,25-40,16-32
547,1,2,female,1,0,S,Mrs,couple,25-40,16-32
546,0,1,male,0,0,S,Mr,solo,25-40,48-64
548,1,2,male,0,0,C,Mr,solo,Oct-25,16-32
552,0,2,male,0,0,S,Mr,solo,25-40,16-32
553,0,3,male,0,0,Q,Mr,solo,0-10,16-32
554,1,3,male,0,0,C,Mr,solo,0-10,16-32
555,1,3,female,0,0,S,Miss,solo,0-10,16-32
556,0,1,male,0,0,S,Mr,solo,25-40,48-64
557,1,1,female,1,0,C,Rare Title,couple,25-40,32-48
560,1,3,female,1,0,S,Mrs,couple,Oct-25,32-48
561,0,3,male,0,0,Q,Mr,solo,0-10,16-32
562,0,3,male,0,0,S,Mr,solo,0-10,32-48
563,0,2,male,0,0,S,Mr,solo,Oct-25,16-32
564,0,3,male,0,0,S,Mr,solo,0-10,16-32
565,0,3,female,0,0,S,Miss,solo,0-10,16-32
566,0,3,male,2,0,S,Mr,group,Oct-25,16-32
812,0,3,male,0,0,S,Mr,couple,Oct-25,32-48
567,0,3,male,0,0,S,Mr,solo,0-10,16-32
569,0,3,male,0,0,C,Mr,solo,0-10,16-32
570,1,3,male,0,0,S,Mr,solo,0-10,16-32
571,1,2,male,0,0,S,Mr,solo,Oct-25,48-64
572,1,1,female,2,0,S,Mrs,group,40-70,48-64
573,1,1,male,0,0,S,Mr,solo,25-40,32-48
574,1,3,female,0,0,Q,Miss,solo,0-10,16-32
575,0,3,male,0,0,S,Mr,solo,0-10,0-16
576,0,3,male,0,0,S,Mr,couple,Oct-25,16-32
761,0,3,male,0,0,S,Mr,couple,Oct-25,16-32
577,1,2,female,0,0,S,Miss,solo,Oct-25,32-48
579,0,3,female,1,0,C,Mrs,couple,Oct-25,16-32
580,1,3,male,0,0,S,Mr,solo,0-10,16-32
581,1,2,female,1,1,S,Miss,group,25-40,16-32
584,0,1,male,0,0,C,Mr,solo,40-70,32-48
585,0,3,male,0,0,C,Mr,solo,0-10,16-32
587,0,2,male,0,0,S,Mr,solo,Oct-25,32-48
588,1,1,male,1,1,C,Mr,group,70-100,48-64
589,0,3,male,0,0,S,Mr,solo,0-10,16-32
590,0,3,male,0,0,S,Mr,solo,0-10,16-32
591,0,3,male,0,0,S,Mr,solo,0-10,32-48
593,0,3,male,0,0,S,Mr,solo,0-10,32-48
594,0,3,female,0,2,Q,Miss,group,0-10,16-32
595,0,2,male,1,0,S,Mr,couple,25-40,32-48
597,1,2,female,0,0,S,Miss,group,25-40,16-32
721,1,2,female,0,1,S,Miss,group,25-40,0-16
849,0,2,male,0,1,S,Rare Title,group,25-40,16-32
599,0,3,male,0,0,C,Mr,solo,0-10,16-32
602,0,3,male,0,0,S,Mr,solo,0-10,16-32
603,0,1,male,0,0,S,Mr,solo,40-70,32-48
604,0,3,male,0,0,S,Mr,solo,0-10,32-48
605,1,1,male,0,0,C,Mr,solo,25-40,32-48
606,0,3,male,1,0,S,Mr,couple,Oct-25,32-48
607,0,3,male,0,0,S,Mr,solo,0-10,16-32
608,1,1,male,0,0,S,Mr,solo,25-40,16-32
612,0,3,male,0,0,S,Mr,solo,0-10,16-32
614,0,3,male,0,0,Q,Mr,solo,0-10,16-32
615,0,3,male,0,0,S,Mr,solo,0-10,32-48
616,1,2,female,1,2,S,Miss,group,40-70,16-32
755,1,2,female,1,2,S,Mrs,group,40-70,32-48
620,0,2,male,0,0,S,Mr,solo,Oct-25,16-32
621,0,3,male,1,0,C,Mr,couple,Oct-25,16-32
831,1,3,female,1,0,C,Mrs,couple,Oct-25,0-16
622,1,1,male,1,0,S,Mr,couple,40-70,32-48
624,0,3,male,0,0,S,Mr,solo,0-10,16-32
625,0,3,male,0,0,S,Mr,couple,Oct-25,16-32
736,0,3,male,0,0,S,Mr,couple,Oct-25,16-32
626,0,1,male,0,0,S,Mr,solo,25-40,48-64
627,0,2,male,0,0,Q,Rare Title,solo,Oct-25,48-64
629,0,3,male,0,0,S,Mr,solo,0-10,16-32
630,0,3,male,0,0,Q,Mr,solo,0-10,16-32
631,1,1,male,0,0,S,Mr,solo,25-40,64+
632,0,3,male,0,0,S,Mr,solo,0-10,48-64
633,1,1,male,0,0,C,Rare Title,solo,25-40,16-32
634,0,1,male,0,0,S,Mr,solo,40-70,32-48
636,1,2,female,0,0,S,Miss,solo,Oct-25,16-32
637,0,3,male,0,0,S,Mr,solo,0-10,16-32
641,0,3,male,0,0,S,Mr,solo,0-10,16-32
647,0,3,male,0,0,S,Mr,solo,0-10,16-32
648,1,1,male,0,0,C,Rare Title,solo,25-40,48-64
649,0,3,male,0,0,S,Mr,solo,0-10,16-32
650,1,3,female,0,0,S,Miss,solo,0-10,16-32
651,0,3,male,0,0,S,Mr,solo,0-10,16-32
653,0,3,male,0,0,S,Mr,solo,0-10,16-32
654,1,3,female,0,0,Q,Miss,solo,0-10,16-32
655,0,3,female,0,0,Q,Miss,solo,0-10,16-32
657,0,3,male,0,0,S,Mr,solo,0-10,16-32
659,0,2,male,0,0,S,Mr,solo,Oct-25,16-32
662,0,3,male,0,0,C,Mr,solo,0-10,32-48
663,0,1,male,0,0,S,Mr,solo,25-40,32-48
664,0,3,male,0,0,S,Mr,solo,0-10,32-48
665,1,3,male,1,0,S,Mr,couple,0-10,16-32
667,0,2,male,0,0,S,Mr,solo,Oct-25,16-32
668,0,3,male,0,0,S,Mr,solo,0-10,16-32
669,0,3,male,0,0,S,Mr,solo,0-10,32-48
670,1,1,female,1,0,S,Mrs,couple,40-70,32-48
713,1,1,male,1,0,S,Mr,couple,40-70,32-48
671,1,2,female,1,1,S,Mrs,group,25-40,32-48
685,0,2,male,1,1,S,Mr,group,25-40,48-64
672,0,1,male,1,0,S,Mr,couple,40-70,16-32
673,0,2,male,0,0,S,Mr,solo,Oct-25,64+
674,1,2,male,0,0,S,Mr,solo,Oct-25,16-32
675,0,2,male,0,0,S,Mr,solo,Oct-25,16-32
676,0,3,male,0,0,S,Mr,solo,0-10,16-32
677,0,3,male,0,0,S,Mr,solo,0-10,16-32
678,1,3,female,0,0,S,Miss,solo,0-10,16-32
681,0,3,female,0,0,Q,Miss,solo,0-10,16-32
683,0,3,male,0,0,S,Mr,solo,0-10,16-32
688,0,3,male,0,0,S,Mr,solo,Oct-25,16-32
689,0,3,male,0,0,S,Mr,solo,0-10,16-32
690,1,1,female,0,1,S,Miss,group,100+,0-16
731,1,1,female,0,0,S,Miss,group,100+,16-32
780,1,1,female,0,1,S,Mrs,group,100+,32-48
691,1,1,male,1,0,S,Mr,couple,40-70,16-32
782,1,1,female,1,0,S,Mrs,couple,40-70,16-32
692,1,3,female,0,1,C,Miss,couple,Oct-25,0-16
694,0,3,male,0,0,C,Mr,solo,0-10,16-32
695,0,1,male,0,0,S,Rare Title,solo,25-40,48-64
696,0,2,male,0,0,S,Mr,solo,Oct-25,48-64
697,0,3,male,0,0,S,Mr,solo,0-10,32-48
698,1,3,female,0,0,Q,Miss,solo,0-10,16-32
700,0,3,male,0,0,S,Mr,solo,0-10,32-48
702,1,1,male,0,0,S,Mr,solo,25-40,32-48
704,0,3,male,0,0,Q,Mr,solo,0-10,16-32
705,0,3,male,1,0,S,Mr,couple,0-10,16-32
707,1,2,female,0,0,S,Mrs,solo,Oct-25,32-48
708,1,1,male,0,0,S,Mr,solo,25-40,32-48
711,1,1,female,0,0,C,Miss,solo,40-70,16-32
712,0,1,male,0,0,S,Mr,solo,25-40,32-48
714,0,3,male,0,0,S,Mr,solo,0-10,16-32
715,0,2,male,0,0,S,Mr,couple,Oct-25,48-64
801,0,2,male,0,0,S,Mr,couple,Oct-25,32-48
716,0,3,male,0,0,S,Mr,solo,0-10,16-32
718,1,2,female,0,0,S,Miss,solo,Oct-25,16-32
719,0,3,male,0,0,Q,Mr,solo,Oct-25,16-32
720,0,3,male,0,0,S,Mr,solo,0-10,32-48
722,0,3,male,1,0,S,Mr,couple,0-10,16-32
723,0,2,male,0,0,S,Mr,solo,Oct-25,32-48
724,0,2,male,0,0,S,Mr,solo,Oct-25,48-64
725,1,1,male,1,0,S,Mr,couple,40-70,16-32
810,1,1,female,1,0,S,Mrs,couple,40-70,32-48
726,0,3,male,0,0,S,Mr,solo,0-10,16-32
728,1,3,female,0,0,Q,Miss,solo,0-10,16-32
729,0,2,male,1,0,S,Mr,couple,25-40,16-32
730,0,3,female,1,0,S,Miss,couple,0-10,16-32
733,0,2,male,0,0,S,Mr,solo,Oct-25,16-32
734,0,2,male,0,0,S,Mr,solo,Oct-25,16-32
735,0,2,male,0,0,S,Mr,solo,Oct-25,16-32
739,0,3,male,0,0,S,Mr,solo,0-10,16-32
740,0,3,male,0,0,S,Mr,solo,0-10,16-32
741,1,1,male,0,0,S,Mr,solo,25-40,32-48
744,0,3,male,1,0,S,Mr,couple,Oct-25,16-32
745,1,3,male,0,0,S,Mr,solo,0-10,16-32
748,1,2,female,0,0,S,Miss,solo,Oct-25,16-32
749,0,1,male,1,0,S,Mr,couple,40-70,16-32
750,0,3,male,0,0,Q,Mr,solo,0-10,16-32
751,1,2,female,1,1,S,Miss,group,Oct-25,0-16
752,1,3,male,0,1,S,Master,couple,Oct-25,0-16
824,1,3,female,0,1,S,Mrs,couple,Oct-25,16-32
753,0,3,male,0,0,S,Mr,solo,0-10,32-48
754,0,3,male,0,0,S,Mr,solo,0-10,16-32
757,0,3,male,0,0,S,Mr,solo,0-10,16-32
758,0,2,male,0,0,S,Mr,solo,Oct-25,16-32
759,0,3,male,0,0,S,Mr,solo,0-10,32-48
762,0,3,male,0,0,S,Mr,solo,0-10,32-48
763,1,3,male,0,0,C,Mr,solo,0-10,16-32
765,0,3,male,0,0,S,Mr,solo,0-10,0-16
767,0,1,male,0,0,C,Rare Title,solo,25-40,48-64
768,0,3,female,0,0,Q,Miss,solo,0-10,16-32
770,0,3,male,0,0,S,Mr,solo,0-10,16-32
771,0,3,male,0,0,S,Mr,solo,0-10,16-32
772,0,3,male,0,0,S,Mr,solo,0-10,32-48
773,0,2,female,0,0,S,Mrs,couple,Oct-25,48-64
842,0,2,male,0,0,S,Mr,couple,Oct-25,0-16
774,0,3,male,0,0,C,Mr,solo,0-10,16-32
775,1,2,female,1,3,S,Mrs,large group,Oct-25,48-64
776,0,3,male,0,0,S,Mr,solo,0-10,16-32
777,0,3,male,0,0,Q,Mr,solo,0-10,16-32
779,0,3,male,0,0,Q,Mr,solo,0-10,16-32
781,1,3,female,0,0,C,Miss,solo,0-10,0-16
783,0,1,male,0,0,S,Mr,solo,25-40,16-32
784,0,3,male,1,2,S,Mr,group,Oct-25,16-32
889,0,3,female,1,2,S,Miss,group,Oct-25,16-32
785,0,3,male,0,0,S,Mr,solo,0-10,16-32
786,0,3,male,0,0,S,Mr,solo,0-10,16-32
787,1,3,female,0,0,S,Miss,solo,0-10,16-32
791,0,3,male,0,0,Q,Mr,solo,0-10,16-32
794,0,1,male,0,0,C,Mr,solo,25-40,32-48
795,0,3,male,0,0,S,Mr,solo,0-10,16-32
796,0,2,male,0,0,S,Mr,solo,Oct-25,32-48
797,1,1,female,0,0,S,Rare Title,solo,25-40,48-64
798,1,3,female,0,0,S,Mrs,solo,0-10,16-32
799,0,3,male,0,0,C,Mr,solo,0-10,16-32
804,1,3,male,0,1,C,Master,couple,0-10,0-16
805,1,3,male,0,0,S,Mr,solo,0-10,16-32
806,0,3,male,0,0,S,Mr,solo,0-10,16-32
807,0,1,male,0,0,S,Mr,solo,40-70,32-48
808,0,3,female,0,0,S,Miss,solo,0-10,16-32
809,0,2,male,0,0,S,Mr,solo,Oct-25,32-48
811,0,3,male,0,0,S,Mr,solo,0-10,16-32
813,0,2,male,0,0,S,Mr,solo,Oct-25,32-48
815,0,3,male,0,0,S,Mr,solo,0-10,16-32
816,0,1,male,0,0,S,Mr,solo,40-70,32-48
817,0,3,female,0,0,S,Miss,solo,0-10,16-32
818,0,2,male,1,1,C,Mr,group,25-40,16-32
828,1,2,male,0,2,C,Master,group,25-40,0-16
819,0,3,male,0,0,S,Mr,solo,0-10,32-48
822,1,3,male,0,0,S,Mr,solo,0-10,16-32
823,0,1,male,0,0,S,Rare Title,solo,40-70,32-48
826,0,3,male,0,0,Q,Mr,solo,0-10,16-32
829,1,3,male,0,0,Q,Mr,solo,0-10,16-32
833,0,3,male,0,0,C,Mr,solo,0-10,16-32
834,0,3,male,0,0,S,Mr,solo,0-10,16-32
835,0,3,male,0,0,S,Mr,solo,0-10,16-32
836,1,1,female,1,1,C,Miss,group,70-100,32-48
837,0,3,male,0,0,S,Mr,solo,0-10,16-32
838,0,3,male,0,0,S,Mr,solo,0-10,16-32
840,1,1,male,0,0,C,Mr,solo,25-40,32-48
841,0,3,male,0,0,S,Mr,solo,0-10,16-32
844,0,3,male,0,0,C,Mr,solo,0-10,32-48
845,0,3,male,0,0,S,Mr,solo,0-10,16-32
846,0,3,male,0,0,S,Mr,solo,0-10,32-48
848,0,3,male,0,0,C,Mr,solo,0-10,32-48
852,0,3,male,0,0,S,Mr,solo,0-10,64+
854,1,1,female,0,1,S,Miss,couple,25-40,0-16
856,1,3,female,0,1,S,Mrs,couple,0-10,16-32
858,1,1,male,0,0,S,Mr,solo,25-40,48-64
860,0,3,male,0,0,C,Mr,solo,0-10,16-32
861,0,3,male,2,0,S,Mr,group,Oct-25,32-48
862,0,2,male,1,0,S,Mr,couple,Oct-25,16-32
863,1,1,female,0,0,S,Mrs,solo,25-40,32-48
865,0,2,male,0,0,S,Mr,solo,Oct-25,16-32
866,1,2,female,0,0,S,Mrs,solo,Oct-25,32-48
867,1,2,female,1,0,C,Miss,couple,Oct-25,16-32
868,0,1,male,0,0,S,Mr,solo,40-70,16-32
869,0,3,male,0,0,S,Mr,solo,0-10,16-32
871,0,3,male,0,0,S,Mr,solo,0-10,16-32
873,0,1,male,0,0,S,Mr,solo,0-10,32-48
874,0,3,male,0,0,S,Mr,solo,0-10,32-48
876,1,3,female,0,0,C,Miss,solo,0-10,0-16
878,0,3,male,0,0,S,Mr,solo,0-10,16-32
879,0,3,male,0,0,S,Mr,solo,0-10,16-32
882,0,3,male,0,0,S,Mr,solo,0-10,32-48
883,0,3,female,0,0,S,Miss,solo,Oct-25,16-32
884,0,2,male,0,0,S,Mr,solo,Oct-25,16-32
885,0,3,male,0,0,S,Mr,solo,0-10,16-32
887,0,2,male,0,0,S,Rare Title,solo,Oct-25,16-32
888,1,1,female,0,0,S,Miss,solo,25-40,16-32
890,1,1,male,0,0,C,Mr,solo,25-40,16-32
891,0,3,male,0,0,Q,Mr,solo,0-10,16-32
